,Package Id,Package Timestamp,Indicator Timestamp,Indicator Title,Observable Type,Indicator Types,TTP Type,TTP Name,Domain,Domain isFQDN,URI,URI Type,IP,IP Category,IP isSource,ASN,ASN Category,ASN isSource,Port,Protocol,File,File Hash,File Format,File Hash Type,Producer Name,Indicator Description,Observable Description,TTP Description,Produced Time,Received Time,Contributing Sources,References
0,Package-ed647fbd-3ea3-4fce-b6a1-e51034a55b7a,2019-04-01T10:23:59.828579+00:00,2014-10-31T16:44:24.766014+00:00,ZeuS,Domain,Domain Watchlist-URL Watchlist-File Hash Watchlist,Remote Access Trojan,ZeuS-Zbot-Zeus,s-k.kiev.ua,True ,http://s-k.kiev.ua/html/30/config.bin,URL,,,,,,,,,config.bin,9b5b5279ba86087853b3f09e605c7052,bin,MD5,zeustracker.abuse.ch,This domain s-k.kiev.ua has been identified as malicious by zeustracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://zeustracker.abuse.ch/monitor.php?host=s-k.kiev.ua].,Domain: s-k.kiev.ua | isFQDN: True | ,"Zeus, ZeuS, or Zbot is Trojan horse computer malware effects Microsoft Windows operating system",2014-10-13T00:00:00+00:00,2014-10-20T19:29:30+00:00,,
11,Package-d166852f-77db-49bb-b757-b649d6b3fcf4,2019-04-01T10:24:01.609522+00:00,2016-01-02T16:06:04.301356+00:00,ZeuS,File,Domain Watchlist-URL Watchlist-File Hash Watchlist,,,yalitest3.info,True ,http://yalitest3.info/be4/facebook.jpg,URL,,,,,,,,,facebook.jpg,7f1af6b41119d28c68130b39f7bf5583,jpg,MD5,zeustracker.abuse.ch,This domain yalitest3.info has been identified as malicious by zeustracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://zeustracker.abuse.ch/monitor.php?host=yalitest3.info].,FileName: facebook.jpg | FileHash: 7f1af6b41119d28c68130b39f7bf5583 | ,,2016-01-02T00:00:00+00:00,2016-01-02T16:06:04+00:00,,
12,Package-85c9490c-4372-4ff1-8d7b-1efd318c12ce,2019-04-01T10:24:01.624687+00:00,2015-03-11T10:36:18.894485+00:00,ZeuS,Domain,Domain Watchlist-URL Watchlist,,,netcafeii.in,True ,http://netcafeii.in/file/server/folder/file.php,URL,,,,,,,,,,,,,zeustracker.abuse.ch,This domain netcafeii.in has been identified as malicious by zeustracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://zeustracker.abuse.ch/monitor.php?host=netcafeii.in].,Domain: netcafeii.in | isFQDN: True | ,,2015-03-11T00:00:00+00:00,2015-03-11T10:36:18+00:00,,
13,Package-3a47fb95-a818-4d72-ae0a-b22232f7375f,2019-04-01T10:24:01.654900+00:00,2016-01-08T16:07:29.943741+00:00,ZeuS,URI,Domain Watchlist-URL Watchlist-File Hash Watchlist,,,siliverstersnewone.in,True ,http://siliverstersnewone.in/html/config.jpg,URL,,,,,,,,,config.jpg,2b78d70a2eb974a86a024251eaa9def8,jpg,MD5,zeustracker.abuse.ch,This domain siliverstersnewone.in has been identified as malicious by zeustracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://zeustracker.abuse.ch/monitor.php?host=siliverstersnewone.in].,URI: http://siliverstersnewone.in/html/config.jpg | Type: URL | ,,2016-01-08T00:00:00+00:00,2016-01-08T16:07:29+00:00,,
14,Package-0e753558-72c4-484c-a89f-4e5e86cf3473,2019-04-01T10:24:01.691251+00:00,2015-12-06T16:05:58.401711+00:00,ZeuS,Domain,Domain Watchlist-URL Watchlist-File Hash Watchlist,,,ventisoundx.net,True ,http://ventisoundx.net/blog/logo.jpg,URL,,,,,,,,,logo.jpg,29910bc617ac7204541da7b9a3f1322d,jpg,MD5,zeustracker.abuse.ch,This domain ventisoundx.net has been identified as malicious by zeustracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://zeustracker.abuse.ch/monitor.php?host=ventisoundx.net].,Domain: ventisoundx.net | isFQDN: True | ,,2015-12-06T00:00:00+00:00,2015-12-06T16:05:58+00:00,,
15,Package-1dbea577-6320-401c-9bbb-690a732a69e0,2019-04-01T10:24:01.728800+00:00,2016-02-03T16:06:47.100934+00:00,Feodo,IP,IP Watchlist,,,,,,,185.24.92.236,ipv4-addr,true,,,,,,,,,,feodotracker.abuse.ch,This IP address 185.24.92.236 has been identified as malicious by feodotracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://feodotracker.abuse.ch/host/185.24.92.236].,IPv4: 185.24.92.236 | isSource: True | ,,2016-02-01T11:57:23+00:00,2016-02-03T16:06:47+00:00,,
16,Package-ea2ddae0-0a62-44e2-be6a-44cc24e96e8b,2019-04-01T10:24:02.175448+00:00,2014-12-08T16:05:02.564176+00:00,ZeuS,URI,Domain Watchlist-URL Watchlist-File Hash Watchlist,,,al-omarinv.in,True ,http://al-omarinv.in/care/file.php,URL,,,,,,,,,file.php,be891b0312a578e5fda7797f3b0576a2,php,MD5,zeustracker.abuse.ch,This domain al-omarinv.in has been identified as malicious by zeustracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://zeustracker.abuse.ch/monitor.php?host=al-omarinv.in].,URI: http://al-omarinv.in/care/file.php | Type: URL | ,,2014-12-08T00:00:00+00:00,2014-12-08T16:05:02+00:00,,
17,Package-ae447bc5-f842-4e03-8b2a-4c8c1d0d794c,2019-04-01T10:24:02.199313+00:00,2016-05-22T15:07:32.776828+00:00,ZeuS,File,Domain Watchlist-URL Watchlist-File Hash Watchlist,,,www.dracotec.org,True ,http://www.dracotec.org/images/header/drac.jpg,URL,,,,,,,,,drac.jpg,54b7ae9105499150a98d068193ea3626,jpg,MD5,zeustracker.abuse.ch,This domain www.dracotec.org has been identified as malicious by zeustracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://zeustracker.abuse.ch/monitor.php?host=www.dracotec.org].,FileName: drac.jpg | FileHash: 54b7ae9105499150a98d068193ea3626 | ,,2016-05-22T00:00:00+00:00,2016-05-22T15:07:32+00:00,,
18,Package-c9790dfc-e593-46f5-b8af-647170f87f5a,2019-04-01T10:24:02.250198+00:00,2016-03-02T16:06:36.637381+00:00,ZeuS,URI,Domain Watchlist-URL Watchlist-File Hash Watchlist,,,ioewruowierhkld123lakssfh.com,True ,http://ioewruowierhkld123lakssfh.com/aksasdfw1qizjxnhquw/file.php,URL,,,,,,,,,file.php,f20ade3fca38d775dc52667eb845e985,php,MD5,zeustracker.abuse.ch,This domain ioewruowierhkld123lakssfh.com has been identified as malicious by zeustracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://zeustracker.abuse.ch/monitor.php?host=ioewruowierhkld123lakssfh.com].,URI: http://ioewruowierhkld123lakssfh.com/aksasdfw1qizjxnhquw/file.php | Type: URL | ,,2016-03-02T00:00:00+00:00,2016-03-02T16:06:36+00:00,,
19,Package-0b9751f7-6ae8-4cb9-aeb5-a9d81f0ecbdc,2019-04-01T10:24:02.301700+00:00,2014-10-31T16:44:24.944108+00:00,ZeuS,Domain,Domain Watchlist-URL Watchlist-File Hash Watchlist,Remote Access Trojan,ZeuS-Zbot-Zeus,site.ivarstyle.com,True ,http://site.ivarstyle.com/main/cfg.bin,URL,,,,,,,,,cfg.bin,c8c4f20e5c731745288f100902b14692,bin,MD5,zeustracker.abuse.ch,This domain site.ivarstyle.com has been identified as malicious by zeustracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://zeustracker.abuse.ch/monitor.php?host=site.ivarstyle.com].,Domain: site.ivarstyle.com | isFQDN: True | ,"Zeus, ZeuS, or Zbot is Trojan horse computer malware effects Microsoft Windows operating system",2014-10-21T00:00:00+00:00,2014-10-21T15:07:42+00:00,,
20,Package-a23c2282-659e-4b50-871e-8b20383458dd,2019-04-01T10:24:02.738517+00:00,2015-05-30T15:08:07.844475+00:00,Feodo,IP,IP Watchlist,,,,,,,62.240.61.45,ipv4-addr,true,,,,,,,,,,feodotracker.abuse.ch,This IP address 62.240.61.45 has been identified as malicious by feodotracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://feodotracker.abuse.ch/host/62.240.61.45].,IPv4: 62.240.61.45 | isSource: True | ,,2015-05-29T15:05:33+00:00,2015-05-30T15:08:07+00:00,,
21,Package-c2e2e393-f678-45c4-882f-8fd65da01d4a,2019-04-01T10:24:02.746079+00:00,2014-12-31T14:07:14.297304+00:00,Feodo,IP,IP Watchlist,Remote Access Trojan,Cridex-Bugat-Dridex,,,,,5.187.1.78,ipv4-addr,true,,,,,,,,,,feodotracker.abuse.ch,This IP address 5.187.1.78 has been identified as malicious by feodotracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://feodotracker.abuse.ch/host/5.187.1.78].,IPv4: 5.187.1.78 | isSource: True | ,"Feodo (also known as Cridex or Bugat) is a Trojan used to commit ebanking fraud and steal sensitive information from the victims computer, such as credit card details or credentials",2014-12-17T15:20:10+00:00,2014-12-31T14:07:14+00:00,,
22,Package-1b726efb-bdc9-45f6-a83b-bdd6411f369d,2019-04-01T10:24:02.774175+00:00,2016-02-22T16:06:47.620939+00:00,ZeuS,URI,Domain Watchlist-URL Watchlist-File Hash Watchlist,,,xpipemotoring.top,True ,http://xpipemotoring.top/ZXfwertu-PL1/file.php,URL,,,,,,,,,file.php,50f8bc0ffb3f43fefba5935d0b4792e1,php,MD5,zeustracker.abuse.ch,This domain xpipemotoring.top has been identified as malicious by zeustracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://zeustracker.abuse.ch/monitor.php?host=xpipemotoring.top].,URI: http://xpipemotoring.top/ZXfwertu-PL1/file.php | Type: URL | ,,2016-02-22T00:00:00+00:00,2016-02-22T16:06:47+00:00,,
23,Package-1b5cb7b3-32de-417f-a40a-3dbdb0131662,2019-04-01T10:24:02.826855+00:00,2015-03-19T02:05:28.869265+00:00,Feodo,IP,IP Watchlist,,,,,,,70.33.246.70,ipv4-addr,true,,,,,,,,,,feodotracker.abuse.ch,This IP address 70.33.246.70 has been identified as malicious by feodotracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://feodotracker.abuse.ch/host/70.33.246.70].,IPv4: 70.33.246.70 | isSource: True | ,,2014-02-27T20:36:58+00:00,2015-03-19T02:05:28+00:00,,
24,Package-3c4dcf55-bad9-4051-a166-1c8a22062d1e,2019-04-01T10:24:02.832057+00:00,2014-10-31T16:44:24.977201+00:00,ZeuS,File,Domain Watchlist-URL Watchlist-File Hash Watchlist,Remote Access Trojan,ZeuS-Zbot-Zeus,cmbonline.in,True ,http://cmbonline.in/wp-admin/css/colors/admin1/config.bin,URL,,,,,,,,,config.bin,94aeaac6da1f1e66d6f0db51c2cc9148,bin,MD5,zeustracker.abuse.ch,This domain cmbonline.in has been identified as malicious by zeustracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://zeustracker.abuse.ch/monitor.php?host=cmbonline.in].,FileName: config.bin | FileHash: 94aeaac6da1f1e66d6f0db51c2cc9148 | ,"Zeus, ZeuS, or Zbot is Trojan horse computer malware effects Microsoft Windows operating system",2014-10-31T00:00:00+00:00,2014-10-31T16:44:24+00:00,,
25,Package-b2100cc6-805a-4569-837e-0d99cc257868,2019-04-01T10:24:03.815300+00:00,2015-03-10T02:05:36.125338+00:00,ZeuS,IP,IP Watchlist-URL Watchlist-File Hash Watchlist,,,,,http://202.67.13.107/~ksd/.zip/config.bin,URL,202.67.13.107,ipv4-addr,true,,,,,,config.bin,42805664baa6f1bfa7da0a6906153c24,bin,MD5,zeustracker.abuse.ch,This IP address 202.67.13.107 has been identified as malicious by zeustracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://zeustracker.abuse.ch/monitor.php?host=202.67.13.107].,IPv4: 202.67.13.107 | isSource: True | ,,2015-03-09T00:00:00+00:00,2015-03-10T02:05:36+00:00,,
26,Package-2a09fc9a-6598-4ac4-adff-3c9747643393,2019-04-01T10:24:03.858666+00:00,2015-04-13T15:07:54.361365+00:00,Feodo,IP,IP Watchlist,,,,,,,198.1.122.176,ipv4-addr,true,,,,,,,,,,feodotracker.abuse.ch,This IP address 198.1.122.176 has been identified as malicious by feodotracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://feodotracker.abuse.ch/host/198.1.122.176].,IPv4: 198.1.122.176 | isSource: True | ,,2015-03-18T15:59:32+00:00,2015-04-13T15:07:54+00:00,,
27,Package-ea9fbde0-370e-4a3b-8256-c40b057dd674,2019-04-01T10:24:03.878915+00:00,2015-09-23T15:06:10.746472+00:00,ZeuS,URI,Domain Watchlist-URL Watchlist-File Hash Watchlist,,,lilishop.ro,True ,http://lilishop.ro/image/bank/products/Panel/config.jpg,URL,,,,,,,,,config.jpg,f29fd2e801ff87da1131ac4acb23307e,jpg,MD5,zeustracker.abuse.ch,This domain lilishop.ro has been identified as malicious by zeustracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://zeustracker.abuse.ch/monitor.php?host=lilishop.ro].,URI: http://lilishop.ro/image/bank/products/Panel/config.jpg | Type: URL | ,,2015-09-23T00:00:00+00:00,2015-09-23T15:06:10+00:00,,
28,Package-6f1ca573-aff5-46ad-945d-9997a1b70479,2019-04-01T10:24:03.939541+00:00,2015-04-10T15:07:18.774969+00:00,ZeuS,Domain,Domain Watchlist-URL Watchlist,,,spa-elaj.com,True ,http://spa-elaj.com/wp-index/file.php,URL,,,,,,,,,,,,,zeustracker.abuse.ch,This domain spa-elaj.com has been identified as malicious by zeustracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://zeustracker.abuse.ch/monitor.php?host=spa-elaj.com].,Domain: spa-elaj.com | isFQDN: True | ,,2015-04-10T00:00:00+00:00,2015-04-10T15:07:18+00:00,,
29,Package-71fcf475-8950-481d-a324-c48b5c04b89f,2019-04-01T10:24:03.971890+00:00,2016-02-10T16:06:48.959876+00:00,ZeuS,URI,Domain Watchlist-URL Watchlist-File Hash Watchlist,,,villamanati.com.mx,True ,http://villamanati.com.mx/goup/file.php,URL,,,,,,,,,file.php,e6d471eec529fbc1421022c23d419a42,php,MD5,zeustracker.abuse.ch,This domain villamanati.com.mx has been identified as malicious by zeustracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://zeustracker.abuse.ch/monitor.php?host=villamanati.com.mx].,URI: http://villamanati.com.mx/goup/file.php | Type: URL | ,,2016-02-10T00:00:00+00:00,2016-02-10T16:06:48+00:00,,
30,Package-958d5f2d-0faf-4d60-b988-c559c6b1f6c6,2019-04-01T10:24:04.032712+00:00,2016-01-26T16:06:26.365872+00:00,Feodo,IP,IP Watchlist,,,,,,,85.25.152.55,ipv4-addr,true,,,,,,,,,,feodotracker.abuse.ch,This IP address 85.25.152.55 has been identified as malicious by feodotracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://feodotracker.abuse.ch/host/85.25.152.55].,IPv4: 85.25.152.55 | isSource: True | ,,2016-01-26T07:18:10+00:00,2016-01-26T16:06:26+00:00,,
31,Package-022676a5-0b45-4b64-95db-47098448f6b7,2019-04-01T10:24:04.051581+00:00,2016-02-06T03:06:15.944155+00:00,Feodo,IP,IP Watchlist,,,,,,,188.165.152.190,ipv4-addr,true,,,,,,,,,,feodotracker.abuse.ch,This IP address 188.165.152.190 has been identified as malicious by feodotracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://feodotracker.abuse.ch/host/188.165.152.190].,IPv4: 188.165.152.190 | isSource: True | ,,2015-11-18T18:12:44+00:00,2016-02-06T03:06:15+00:00,,
32,Package-98c8bb69-a6bd-4b25-a8a8-a3f28f68485b,2019-04-01T10:24:04.625424+00:00,2016-07-07T15:06:43.459204+00:00,ZeuS,URI,Domain Watchlist-URL Watchlist-File Hash Watchlist,,,seqwcs.com.au,True ,http://seqwcs.com.au/sese/config.jpg,URL,,,,,,,,,config.jpg,756ed234b2ba44c691a5989e03bb221b,jpg,MD5,zeustracker.abuse.ch,This domain seqwcs.com.au has been identified as malicious by zeustracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://zeustracker.abuse.ch/monitor.php?host=seqwcs.com.au].,URI: http://seqwcs.com.au/sese/config.jpg | Type: URL | ,,2016-07-07T00:00:00+00:00,2016-07-07T15:06:43+00:00,,
33,Package-47ff0bcd-5456-4279-9d77-47405011b37b,2019-04-01T10:24:04.659023+00:00,2014-10-31T16:44:24.782776+00:00,ZeuS,Domain,Domain Watchlist-URL Watchlist-File Hash Watchlist,Remote Access Trojan,ZeuS-Zbot-Zeus,vinltd.com,True ,http://vinltd.com/suz/config.bin,URL,,,,,,,,,config.bin,5ebe6c1266eafa18ec471ee3433cb2ce,bin,MD5,zeustracker.abuse.ch,This domain vinltd.com has been identified as malicious by zeustracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://zeustracker.abuse.ch/monitor.php?host=vinltd.com].,Domain: vinltd.com | isFQDN: True | ,"Zeus, ZeuS, or Zbot is Trojan horse computer malware effects Microsoft Windows operating system",2014-10-30T00:00:00+00:00,2014-10-31T16:44:24+00:00,,
34,Package-21f065c5-8b8b-4118-8514-db8aaff2c29d,2019-04-01T10:24:04.730687+00:00,2015-12-19T16:06:16.954535+00:00,Feodo,IP,IP Watchlist,,,,,,,186.47.80.90,ipv4-addr,true,,,,,,,,,,feodotracker.abuse.ch,This IP address 186.47.80.90 has been identified as malicious by feodotracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://feodotracker.abuse.ch/host/186.47.80.90].,IPv4: 186.47.80.90 | isSource: True | ,,2015-12-18T09:26:29+00:00,2015-12-19T16:06:16+00:00,,
35,Package-236cc899-ff21-4562-bfac-c39ebbda849b,2019-04-01T10:24:04.747979+00:00,2015-12-24T16:06:14.657359+00:00,ZeuS,URI,Domain Watchlist-URL Watchlist-File Hash Watchlist,,,zeditsolutions.com.au,True ,http://zeditsolutions.com.au/maniple/config.jpg,URL,,,,,,,,,config.jpg,66dde3834d23445d111d31f50377245f,jpg,MD5,zeustracker.abuse.ch,This domain zeditsolutions.com.au has been identified as malicious by zeustracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://zeustracker.abuse.ch/monitor.php?host=zeditsolutions.com.au].,URI: http://zeditsolutions.com.au/maniple/config.jpg | Type: URL | ,,2015-12-24T00:00:00+00:00,2015-12-24T16:06:14+00:00,,
